Company ID,Sector,Location,2019*,2018,2017,2016,2015
1826-1983-2730-00,I,2553,0,0,0,0,0
1834-5990-2100-00,I,2299,"10,017","7,995","9,053","9,236",0
1834-6672-0320-00,I,8150,0,0,0,0,0
1842-4966-3067-58,W,1577,"386,272","310,804","362,525",0,"374,060"
1857-5703-6360-00,T,4667,0,0,0,0,0
1865-2765-4296-14,I,3107,"23,745","23,106","25,852","26,373",0
1869-9115-6936-02,I,2293,0,0,"2,475","2,525","2,563"
1870-9369-3665-54,E,7378,"14,751","17,720","14,684","14,920","15,329"
1875-4582-2333-23,I,6487,"5,186",0,0,0,0
1914-1903-8831-63,I,6663,"95,266","75,148","80,296","81,915",0
1918-0101-3789-96,I,5363,0,0,0,0,0
1922-2920-0290-00,I,2593,"27,302","22,693","19,460","19,852","20,152"
1923-9407-2700-37,I,2287,"10,581",0,"12,691","12,947","13,143"
1924-9332-2637-21,I,6474,0,0,0,0,0
1925-4315-9923-17,I,3638,0,0,0,0,0
1926-2476-5292-66,I,2295,"2,525","10,508","12,697","12,953","13,149"
1929-9753-0420-00,I,1569,"1,427,391","1,416,030","1,442,748","1,471,836","1,494,077"
1955-6091-0016-70,I,2696,"8,892","5,677","10,161","10,366",0
1959-9251-6827-21,I,8335,"4,288",0,0,"4,452","4,519"
1968-1292-5749-62,I,2501,"31,969","27,424",0,"27,097","27,506"
1975-7523-0214-53,E,7301,"5,682","2,694","3,387","3,441","3,536"
1982-1807-0330-76,E,6489,"40,249","70,043","77,422","78,665",0
1982-7264-3986-40,E,6479,"12,808",0,"10,384","10,551","10,840"
1985-6309-5008-35,E,7309,"28,554","25,901","18,167","18,459","18,965"
1995-5719-6448-84,T,6413,363,0,0,0,0
2017-2784-2362-46,I,1638,"15,050","7,694","16,610","16,945","17,201"
2020-3588-4944-65,I,2624,"11,865","12,399","14,112","14,397","14,614"
2020-5854-8030-00,I,3674,"4,914",0,"5,083","5,185","5,264"
2020-5854-8030-00,I,2687,0,0,0,0,0
2022-8559-8828-04,I,2144,"10,548","10,467","7,856","8,014","8,135"
2024-0133-4610-00,I,2198,0,0,"8,179","8,344","8,470"
2025-0300-3864-18,I,7348,"139,223","160,424","180,080","183,711","186,487"
2025-8589-0160-00,I,6611,"11,225",0,"3,458","3,528","3,581"
2026-9529-0940-48,I,5611,"10,116","10,047","9,690","9,885","10,035"
2027-4758-7096-49,I,2294,"34,885","36,647","38,582","39,360","39,955"
2027-7944-3501-53,E,4674,"896,703","746,813","1,798,409","1,827,275",0
2029-8829-5423-53,E,2173,0,0,0,"56,306","57,852"
2034-4162-0485-38,E,2201,0,0,0,0,0
2036-3356-2787-29,W,2654,"452,979","453,958","466,450","473,985","481,291"
2041-4136-0988-99,W,5344,"79,969","81,030","114,489","116,338","118,132"
2043-8450-6960-00,E,6409,0,0,0,0,0
2049-9647-4099-54,W,2812,"85,897","97,931","153,185","155,659","158,059"
2053-5287-6250-00,T,2273,"62,905","60,959","60,956","60,176","59,369"
2055-2473-6662-75,I,2565,"4,600","3,694","3,602","3,675","3,730"
2064-6492-0145-91,I,7387,"5,541","3,850","3,772","3,848","3,906"
2065-6053-6655-34,I,5611,383,499,"1,242","1,267","1,286"
2066-8388-4117-47,I,2551,686,747,964,983,998
2071-9461-0077-28,I,2886,"577,578","580,038","429,819","438,485","445,111"
2075-8790-8327-67,I,9551,"11,541",0,0,0,0
2084-6184-7621-64,E,3228,"65,233","26,620","27,180","27,616","28,374"
2103-4952-9075-74,T,6482,"282,993","305,457","303,640","299,757","295,737"
2117-3453-9071-55,I,3219,"21,542","17,619","6,441","6,571","6,670"
2119-3324-5820-04,I,2174,0,"7,898","11,800","12,038","12,220"
2119-6201-0039-39,I,1686,"1,919","1,831","2,894","2,952","2,997"
2120-5165-7991-08,I,7108,"18,926","23,541","19,889","20,290","20,597"
2122-2247-8216-35,I,2299,0,"35,485","36,079","36,806","37,363"
2125-3841-8207-23,I,6497,"7,268","7,467",0,"9,330",0
2126-1235-2700-00,I,2179,"64,637",0,"108,511","110,699",0
2126-2894-6279-70,I,2527,"126,411","140,811","163,455","166,751","169,270"
2129-6974-2309-39,I,2598,"27,740",0,"24,647","25,144","25,524"
2133-6674-0020-00,I,2130,0,0,0,0,0
2140-2656-6651-47,W,2295,"1,534,839","1,539,740","1,375,338","1,397,554","1,419,098"
2140-9189-8040-00,E,9699,"7,178,218",0,0,"7,153,575",0
2144-0665-0950-00,W,3350,0,0,0,0,0
2145-6306-3940-00,W,6447,"351,269",0,"241,082","244,976","248,753"
2151-9810-6089-26,T,3690,0,0,0,0,0
2155-8412-1310-00,T,2604,"1,170,065","1,205,035","1,222,393",0,"1,190,577"
2157-8602-6435-86,I,7375,0,0,0,0,0
2163-7093-1353-33,I,6424,0,0,0,0,0
2168-1592-8012-37,I,9549,"19,307","21,704",0,0,0
2178-3782-3698-30,E,2615,"3,948","7,038","4,334","4,404","4,524"
2214-0729-9174-10,I,8164,"1,683,100","1,418,202","1,525,285","1,556,037","1,579,550"
2216-6252-9032-16,I,9513,"3,719","6,838","8,932","9,112","9,250"
2218-4341-5189-14,I,3603,"725,376","767,482","810,886","827,235",0
2220-2776-3120-64,I,3537,"44,142","32,166",0,"32,626","33,119"
2220-9563-6333-74,I,5662,"2,657","2,557",0,"3,630","3,685"
2221-4256-9760-00,I,3649,"10,855","9,357","10,013","10,215","10,369"
2222-9365-0489-94,I,3289,"20,435","20,925","19,318","19,707",0
2223-3089-4617-81,I,2672,0,0,0,0,0
2224-3299-2978-71,I,2656,"54,641","47,888","68,251","69,627","70,679"
2225-6817-2770-00,I,3654,"7,594","13,158","14,236","14,523","14,742"
2227-2744-1230-00,I,8244,"26,850","29,609","28,489","29,063","29,503"
2227-5152-2540-00,I,3684,"12,939","12,578","14,374","14,664","14,885"
2230-1049-6602-96,I,1602,"7,102","9,036",0,"10,847","11,011"
2230-3098-9200-00,I,7315,"7,732","7,016","7,378","7,527","7,640"
2230-4001-0750-00,I,3312,"34,104","36,672","43,239","44,111","44,777"
2230-4892-3770-00,I,2260,0,0,146,149,0
2232-0727-6784-29,I,2290,"11,316","11,676","11,474","11,705","11,882"
2232-2742-1770-00,I,6459,0,0,"233,559","238,268","241,868"
2233-5530-0020-18,E,9635,"3,373,016","2,308,605","2,737,531","2,781,471","2,857,815"
2243-0585-4094-01,W,2280,"172,976","192,586","385,353","391,578","397,614"
2245-1252-0570-00,W,2100,"72,504","85,611","94,574","96,102","97,583"
2248-7596-9320-00,W,3624,"45,394","60,313","55,888","56,791","57,666"
2256-9892-2732-61,I,2537,"7,646","14,112","11,788","12,026","12,207"
2258-6709-0482-85,I,2148,"6,735","4,615","3,987","4,067","4,129"
2264-1219-2821-02,I,8167,0,0,0,0,0
2271-7896-5405-88,I,5629,"4,766",0,0,0,0
2272-8649-8794-44,I,2222,"13,316","13,793",90,92,93
2302-2318-6606-49,T,6426,"312,485","71,592","10,441","10,307","10,169"
2308-0138-9487-48,O,7337,0,0,0,0,0
2316-1235-9663-06,I,3513,0,0,0,0,0
2322-8415-6172-60,I,2565,"756,543","801,394","721,331","735,874",0
2323-3881-1991-66,I,1653,"2,279","2,165","3,318","3,385","3,436"
2325-5546-6964-64,I,3674,0,0,0,0,0
2326-6626-9649-39,I,6441,0,390,886,904,918
2326-6912-1130-00,I,8607,"7,010","6,455","6,256","6,382","6,479"
2329-7334-0177-74,I,2570,"10,849",0,0,"12,023",0
2347-2451-2451-33,W,6409,"84,592","72,275","44,379","45,096","45,791"
2349-9328-1120-00,T,8228,"2,098,039","2,105,998","2,509,935","2,477,837","2,444,608"
2350-5874-5750-00,W,5667,"426,525","572,271","585,708","595,169",0
2363-8926-1250-08,I,6470,"16,113","26,084","12,378","12,628","12,818"
2364-6632-9535-71,I,2875,"5,238","6,967",0,"6,990","7,096"
2368-0347-5195-06,E,6490,"214,973","224,732","228,789","232,461","238,842"
2380-7158-6764-76,E,6534,0,0,0,0,0
2403-8663-2778-98,T,7348,"339,299",0,0,0,0
2405-5079-0543-43,T,6410,0,82,552,545,538
2424-6229-1306-72,I,2202,"335,066","368,861","427,395","436,012","442,601"
2427-2411-8666-90,I,4316,"6,447","6,140","8,867","9,046","9,182"
2427-3091-4582-98,I,2592,"10,415","11,970","12,016","12,258","12,443"
2428-0623-5930-00,I,3680,"17,561","21,149","16,491","16,823","17,078"
2429-2567-2500-00,I,2624,"44,795","39,858","42,578","43,436","44,093"
2429-7776-7351-06,I,8181,"6,247","6,809","7,307","7,454","7,567"
2429-8962-5100-00,I,3675,"8,070",0,0,0,0
2429-9864-7010-00,I,3877,"19,966",0,"21,019","21,443","21,767"
2430-4726-5898-82,I,8605,0,0,0,0,0
2439-9367-6920-00,E,6447,0,0,0,0,0
2442-6790-6160-00,E,7372,"27,419","21,132","20,820","21,154","21,735"
2444-1214-6133-21,W,2516,"311,877","212,411","263,494","267,750","271,878"
2445-4439-8070-00,W,3653,0,0,0,0,0
2446-7582-1150-00,E,6445,0,"7,864","7,358","7,476","7,681"
2449-0937-9375-60,W,2243,"339,548","439,319","416,591","423,320","429,846"
2457-4313-6964-45,I,2538,"14,410","10,528","3,202",0,"3,316"
2457-4313-6964-45,I,3629,"18,257","15,650","13,136","13,401","13,603"
2457-4313-6964-45,O,1517,"15,781","36,845","45,499","46,234","46,947"
2457-4313-6964-45,O,1517,"15,781","36,845","45,499","46,234","46,947"
2471-1745-7305-72,I,3694,"38,744",0,0,0,0
2472-6527-2600-93,I,8412,"5,535","6,877",0,0,0
2474-6030-4103-87,E,6459,"39,288","39,315","28,069","28,520","29,302"
2500-1673-1345-91,T,6425,"4,376,667","327,065","599,273","591,609","583,676"
2513-9129-7481-93,I,5663,"79,314","94,437","92,206","94,065","95,486"
2518-1619-2832-21,I,2172,"5,632","5,610","7,165",0,"7,420"
2520-9156-1208-73,I,7301,"153,137",0,"193,146","197,040","200,018"
2521-2703-6120-00,I,2211,"56,647","51,753",0,0,"35,864"
2521-8978-6470-15,I,2680,"1,851,718","1,825,735","2,041,889","2,083,057","2,114,534"
2523-3096-9140-00,I,8210,0,0,0,0,0
2523-8876-5330-00,I,5225,"50,422","52,289","57,950",0,"60,012"
2525-5924-9840-00,I,2600,0,0,0,0,0
2526-6980-3000-00,I,2846,"10,188","10,438","10,532","10,744","10,907"
2527-0897-0475-29,I,2584,"3,939","3,865","3,580",0,"3,707"
2527-6806-3760-00,I,3352,"36,323","28,496","32,504","33,159","33,660"
2528-2273-7870-00,I,6590,"98,341","103,624","94,151","96,049",0
2528-5527-7180-00,I,2642,"10,245","9,902","9,114","9,298","9,438"
2528-7356-7790-00,I,1580,"6,871","7,120","7,150","7,294","7,404"
2531-4933-0984-43,I,3291,"12,964","10,817","12,071","12,314","12,500"
2532-0659-1610-00,I,2566,"734,624","810,711","804,356","820,573","832,973"
2544-7329-1150-00,W,1566,0,"290,298","320,560","325,738","330,760"
2546-9549-4600-00,W,6495,"878,682","980,781","1,024,285","1,040,831","1,056,876"
2553-2520-8410-00,W,6497,"445,154","495,841","468,553","476,122","483,461"
2554-9052-4630-00,W,7375,"11,888","9,242","5,363","5,450","5,534"
2559-9398-9796-60,I,6443,"7,149","9,923","10,379","10,588","10,748"
2570-6524-4295-52,I,2535,"3,711","4,117","4,488","4,578","4,648"
2604-9484-9740-96,T,6463,"396,289","193,169",0,0,0
2618-2221-4489-55,I,4607,"15,179","16,003","18,659","19,035","19,323"
2619-7650-0719-77,I,2207,0,0,0,0,0
2620-1264-7585-45,I,1602,"6,013","6,077","5,380","5,488","5,571"
2620-9063-7546-06,I,1500,"29,316","17,394","30,390","31,003","31,471"
2622-0607-4278-92,E,2271,"3,861,225",0,"4,702,606","4,778,087","4,909,233"
2622-6416-0710-00,I,2295,"2,328",0,"2,919","2,978","3,023"
2626-7248-9101-82,I,3617,"10,038","10,492",0,"9,819","9,967"
2626-8206-0236-34,I,6411,"9,164","8,647","9,245","9,431","9,574"
2628-7844-9290-00,I,5548,"4,406","3,995","4,224","4,309","4,374"
2629-1609-3625-23,I,1512,"14,404","14,536","16,324","16,653","16,905"
2629-6873-7599-13,E,5279,0,0,0,0,0
2629-7568-2770-00,I,2842,"16,862","16,861","18,528","18,902","19,187"
2631-8771-8230-00,I,2209,"12,318","10,901","11,135","11,360",0
2640-4225-3960-00,E,6456,"42,795","13,225","8,342","8,476","8,709"
2642-7933-8430-00,W,3104,"121,398","137,479","135,279","137,464","139,583"
2662-7854-2402-48,I,1632,"5,988","6,475","6,919","7,058","7,165"
2677-2972-6496-45,I,1520,"4,308",0,0,0,0
2681-5541-3554-25,E,6455,"10,772","12,840",184,187,192
2682-9315-8444-52,E,6559,"63,270","60,197","58,221","59,155","60,779"
2688-4296-1167-24,E,6473,"23,337",0,0,0,0
2714-9328-3325-74,I,2899,"58,781","50,229","69,541","70,943","72,015"
2719-1436-3047-40,I,3246,"38,054",0,"49,790","50,794","51,561"
2719-7901-4636-04,I,9623,0,0,0,0,0
2719-8364-3834-88,I,3331,"8,087","7,438","7,125","7,269","7,378"
2722-5257-9670-00,I,1639,"14,083","15,460","16,414","16,745","16,998"
2726-4573-2080-00,I,6468,"165,984","156,386","177,592",0,"183,910"
2729-1191-5062-82,I,6428,"21,243","22,265","21,624","22,060","22,393"
2729-1312-3280-00,I,2155,"16,248","15,986","33,961","34,646","35,169"
2729-5931-3443-90,I,8484,"5,512","5,907","6,682",0,"6,920"
2730-0450-6720-00,I,4365,"21,097","21,205","20,566","20,981",0
2738-9568-4724-91,W,6472,"87,576","138,306","170,253","173,003","175,670"
2738-9568-4724-91,W,6472,"87,576","138,306","170,253","173,003","175,670"
2742-9469-7555-18,T,4668,0,0,0,0,0
2744-3748-0990-00,W,2270,0,0,0,0,0
2770-6146-6861-21,E,3642,"2,937","4,343","3,057","3,106",0
2779-9951-4994-75,E,6492,"59,796","58,382","59,093","60,041","61,689"
2781-1711-1962-91,E,7360,"11,944",0,0,0,0
2811-0800-0846-08,I,8495,"120,758","127,584","138,289","141,077","143,209"
2820-0920-0170-00,I,2540,"11,254","12,398","13,841",0,"14,333"
2820-5771-4729-47,I,2894,"25,827","38,349",0,"67,241","68,257"
2822-2540-5650-00,I,5318,"6,449","7,122","7,788","7,945","8,065"
2825-5251-0420-00,I,2252,"5,212","5,751",0,0,0
2826-2895-0510-12,I,6441,"106,899","133,216","132,737","135,413","137,459"
2826-5845-9080-00,I,4699,"22,297","22,323","22,006","22,450","22,789"
2827-9444-2289-21,E,2689,0,"27,141,523","23,452,186","23,828,612","24,482,646"
2828-3143-3350-00,I,5333,"12,573","13,481","14,469","14,761","14,984"
2828-5672-9365-51,I,3388,"1,044",978,"3,160","3,224","3,272"
2828-9370-9766-58,I,2186,"54,088","54,704","58,735","59,919","60,825"
2830-1517-8560-00,I,2523,"8,673",0,0,"9,775","9,923"
2831-5552-4570-00,I,3297,"309,841","497,024","621,337","633,864","643,442"
2843-8611-7820-81,W,2815,"272,515","321,927","327,036","332,319","337,442"
2862-0285-5057-81,E,7367,0,0,0,0,0
2868-6318-6463-06,I,6485,0,0,0,0,0
2871-8569-5460-90,I,3304,"2,886","7,652",0,0,0
2917-6240-1399-18,I,2294,"5,818","6,098","4,347","4,435","4,502"
2918-7424-2069-47,I,3135,"3,195","3,634","4,829","4,926","5,001"
2918-7844-4827-46,I,3636,"5,824","6,708","7,561","7,713","7,830"
2921-5670-0260-00,I,8661,"20,078","28,746","28,460","29,034",0
2923-8469-5130-54,I,7329,"19,921","11,328","9,602","9,796","9,944"
2924-9667-0530-00,I,3102,"15,057","7,402","7,286","7,433","7,545"
2927-2108-3952-08,I,2114,"10,402","10,399",0,0,0
2932-2628-0534-86,I,8207,"91,426","124,502","120,179","122,602","124,455"
2942-8713-4035-41,W,2895,0,0,"77,673","78,928","80,144"
2965-1116-3904-79,I,3210,"5,385","5,048",0,0,0
2968-3801-3863-37,I,2214,"7,159","3,648","3,708","3,783","3,840"
2969-6742-2031-53,I,2519,"5,938","6,343",0,0,0
2970-6597-7224-11,I,9584,"5,443","6,109","5,795","5,912","6,001"
2972-8204-5042-35,I,2114,"5,107",0,0,0,0
2973-1412-3924-58,I,6466,"4,483","4,334",0,0,0
2981-6678-0701-09,E,6485,0,0,683,694,0
3002-7719-6448-84,T,6445,"33,752","51,690",0,"136,845","135,010"
3015-6630-2924-67,I,5354,0,0,0,0,0
3016-4374-3041-86,I,2160,"9,138","10,533","11,419","11,649","11,825"
3017-5459-4117-78,I,2657,0,"2,090,023","2,127,487","2,170,381","2,203,177"
3022-0735-2280-00,I,3667,"13,398","15,117","18,692","19,069","19,357"
3022-8125-7551-59,I,6466,0,0,0,0,0
3024-4938-6030-66,I,3323,"166,613","168,367","165,974",0,"171,879"
3028-8326-1780-00,I,2183,"8,649","9,142","9,693","9,888","10,038"
3029-2915-0860-00,I,8643,"14,010","15,615","16,252","16,580","16,830"
3031-4871-6140-00,I,8247,"19,702","21,588","22,755","23,214","23,565"
3034-8566-2950-00,I,8156,0,0,0,0,0
3043-2110-5723-02,W,2205,"374,786","472,376",0,"321,380","326,334"
3044-1822-0412-13,W,2260,0,0,0,0,0
3046-1270-8140-00,W,2122,"528,694","558,889","529,967","538,528","546,829"
3069-6995-1648-84,E,6455,"87,945",0,"46,163","46,904","48,191"
3073-6640-7196-29,I,2608,"5,793",0,"5,240","5,346","5,426"
3102-6241-1434-93,T,3613,"22,768","4,167","9,988","9,860","9,728"
3111-0997-5804-41,I,3638,"15,708","16,436","16,590","16,924","17,180"
3117-1116-9848-95,I,6577,"1,628",400,"1,192","1,216","1,234"
3120-2602-3463-11,I,2250,"45,558","45,823","56,662","57,804","58,678"
3128-2435-6392-34,I,1633,"66,243",0,"60,808","62,034","62,971"
3128-8493-1770-00,I,2234,"204,820","203,848","182,686",0,"189,185"
3129-5325-1750-00,I,3691,"105,894","102,522",0,"103,107","104,665"
3130-9779-7150-00,I,2558,"28,000","30,906","32,111","32,758","33,253"
3132-3323-2050-00,I,2535,"20,705","18,863","21,447","21,879",0
3134-3882-5030-00,I,2631,"10,035","9,737","8,538","8,710","8,842"
3139-8229-3480-00,E,3667,"17,200",0,"17,614","17,897","18,388"
3153-3751-0720-00,W,6402,"125,985","139,326","126,754","128,802","130,787"
3153-6009-9700-00,W,8374,"62,798","75,988","87,715","89,132","90,506"
3156-3564-5818-86,I,3346,0,0,"2,441","2,490","2,528"
3168-2188-9577-75,E,3240,"22,400","48,060","12,917","13,124",0
3171-8279-2051-94,I,6490,"8,398",0,0,0,0
3219-0725-5013-34,I,2515,"210,806","228,606","220,152","224,591","227,984"
3222-4684-3688-39,I,2695,"11,997",0,0,0,0
3223-1518-8470-00,I,2272,"231,022","212,451","257,012","262,194","266,156"
3223-9644-1443-13,I,1661,"54,247",0,0,"78,841",0
3224-2662-1220-00,I,2676,"80,707","97,504",0,"105,375","106,967"
3224-4273-7712-74,I,2693,"9,815","17,351","9,759","9,956","10,106"
3225-6795-0030-27,I,2673,0,0,0,0,0
3226-3931-8850-00,I,2211,"8,389","8,771","9,663","9,858","10,007"
3228-7056-4150-00,I,3382,"6,270","6,897","7,663","7,817","7,936"
3228-8294-2162-89,I,2632,"13,068","13,787","14,596","14,890","15,115"
3231-0066-2770-00,I,3665,"3,818","3,753","3,841","3,918","3,978"
3232-5587-0460-00,I,3600,"12,985","13,254","12,858","13,117","13,315"
3234-7660-4157-17,E,2283,"973,819","1,836,855","1,183,509","1,202,505","1,235,511"
3235-9328-1600-00,I,7386,"7,386","8,738","7,869","8,028","8,149"
3257-4003-6278-21,I,3216,"54,905","83,858","79,463","81,065","82,290"
3259-7689-3205-57,I,2673,0,0,0,0,0
3274-8389-1373-11,I,6489,"3,759","5,024",0,0,0
3298-4903-5523-96,O,2806,0,0,0,0,0
3305-3641-4308-50,T,4660,"10,717",0,0,0,0
3316-5260-1618-92,I,3603,"3,292","1,147","2,116","2,159",0
3318-5293-3702-06,I,2607,0,0,0,0,0
3320-7434-8400-00,I,4203,"3,712","3,480",0,"5,180","5,259"
3322-8166-8876-55,I,7340,0,"22,570","24,326","24,816",0
3324-8813-0284-84,I,3334,"13,878",0,0,0,0
3324-9826-1360-00,I,5696,"7,143","7,288","7,538","7,690","7,806"
3326-1055-5879-61,I,6695,"11,971","12,419","13,966","14,248",0
3326-5072-2110-00,I,8110,0,0,0,0,0
3326-9182-8790-00,I,3679,"4,145",0,"4,734",0,"4,902"
3327-4509-7375-80,I,3595,"5,322","5,428","5,307","5,414","5,496"
3328-1132-4940-00,I,2512,"18,867","19,433","20,703","21,120","21,440"
3328-7584-7438-96,I,3681,"16,341","13,137","12,365","12,614","12,805"
3343-5357-8060-00,E,6469,"22,566","36,358","32,865","33,393","34,309"
3354-9866-6950-00,W,3370,0,0,"88,113","89,536","90,917"
3358-7852-8178-06,I,6462,"11,621","16,021","17,670",0,"18,299"
3373-8893-7100-47,I,8499,"7,827","7,042",0,"14,999","15,226"
3402-8822-5365-07,T,6440,"2,417","319,433","396,075","391,010","385,766"
3418-6086-6191-80,I,1620,"6,498","6,668","6,786","6,923","7,027"
3420-1339-0993-55,I,3395,"7,402","9,042","9,724","9,920","10,070"
3422-4368-1340-58,I,2297,0,0,0,0,0
3422-5669-4284-46,I,3294,"2,878","3,835","4,361","4,449","4,516"
3424-2461-5250-00,I,3342,0,0,0,0,0
3424-4926-9300-00,I,1543,"5,855","6,823","8,031","8,193","8,317"
3424-5177-2313-95,I,6577,"11,809","12,091","12,951","13,212","13,412"
3427-6125-5570-00,I,5360,"4,882","4,910","4,866","4,964","5,039"
3428-1744-1350-00,I,3372,"11,709","11,996","12,091","12,335","12,521"
3429-2583-8978-12,E,2659,"8,008,629","10,507,953","10,265,026","10,429,788",0
3431-0087-7077-28,I,8476,0,527,"1,391",0,"1,440"
3435-0861-7520-00,I,8215,0,0,"4,531","4,622","4,692"
3457-9848-5791-66,I,3642,"3,336","5,610","5,319","5,426","5,508"
3467-3989-5468-32,I,4256,"6,412","7,750",0,"7,365",0
3474-9615-3308-19,E,2278,"2,680,210","1,450,327","1,158,580","1,177,176","1,209,487"
3500-6381-3855-95,T,5632,"473,101",0,0,0,0
3512-6460-7427-89,I,3580,0,"8,737","8,871","9,050","9,187"
3517-6759-3751-54,I,2872,"10,437","10,722","17,862","18,222","18,497"
3520-0966-1261-80,I,5698,0,0,0,"7,970","8,090"
3520-2482-9418-58,I,8633,"2,473,991","2,458,127","2,415,815","2,464,522","2,501,763"
3523-1722-4050-00,I,3571,"16,283","25,965","25,396","25,908","26,300"
3523-6045-5020-00,I,2292,"1,738","3,108","5,904","6,023","6,114"
3524-0623-8798-74,I,2202,"24,772","24,017","20,038","20,442","20,751"
3525-5736-2550-00,I,6495,"2,223,918","2,619,734","2,346,323","2,393,629","2,429,799"
3527-2063-2920-00,I,5653,"6,631","6,837","7,955","8,115","8,238"
3528-9263-8890-00,I,6462,0,"2,824","8,096","8,259",0
3530-7582-1030-00,I,8125,0,0,0,0,0
3531-2322-5854-87,I,3673,"13,339","9,387","12,704","12,960","13,156"
3540-6415-1160-00,E,2622,"19,062","11,911","16,555","16,821","17,282"
3545-4208-4431-92,W,2168,"265,473","153,632",0,"126,855","128,810"
3550-3957-6030-00,W,6489,"156,878","201,635","241,438","245,338",0
3553-2670-0380-00,W,6462,"340,033","327,916","319,311","324,469","329,471"
3562-6576-5722-41,I,2571,"20,372",0,"18,947","19,329","19,621"
3577-9477-9336-02,I,2518,0,"5,163",0,0,0
3615-2917-7350-09,I,6472,0,0,0,0,0
3621-8477-3210-00,I,6417,"36,615","31,246","29,703","30,302","30,760"
3622-2747-0960-00,I,2872,0,0,0,0,0
3623-8844-9410-00,I,6474,"671,985","686,290","762,039",0,"789,150"
3624-6463-3429-25,I,3371,"6,108","6,530","7,897","8,056","8,178"
3626-8263-9130-00,I,3312,"17,128","15,803","15,249","15,556",0
3626-9612-7400-00,I,3120,"373,604","387,251","398,102","406,128","412,265"
3627-3919-0500-00,I,2587,"3,947","5,455","3,422","3,491",0
3629-1053-1684-02,I,8126,0,0,0,0,0
3629-3900-2930-00,I,2111,"16,181","9,763","14,758","15,056",0
3629-9361-7460-00,I,2605,"282,988","322,200","396,237","404,226","410,334"
3630-3997-0990-00,I,7191,"9,936",0,"10,586","10,799","10,963"
3630-7589-0040-00,I,3267,0,0,0,0,0
3631-5281-4529-91,I,2646,"8,006","10,603","11,908","12,148","12,332"
3633-5446-6484-79,E,2276,"3,652,975","3,014,536","2,944,854","2,992,121","3,074,247"
3638-9745-1500-00,E,2691,"13,323,535","13,027,941","12,228,829","12,425,111","12,766,149"
3642-3032-3003-45,W,2250,"449,851","394,513","476,934","484,638","492,109"
3662-5262-2506-34,E,6409,0,0,0,0,0
3664-2169-9556-11,I,2576,0,"3,256","11,510","11,742","11,919"
3664-5843-6723-34,I,2680,0,0,0,0,0
3669-8509-6229-99,E,3234,0,0,0,0,0
3669-8510-3342-20,I,7322,"22,015",0,"21,104","21,529","21,855"
3679-6880-3259-35,E,3605,"71,802","57,741",0,"21,464","22,053"
3684-9917-6764-15,E,6405,"2,839","4,530","4,345","4,415","4,536"
3717-9367-4685-52,I,3213,0,0,0,0,0
3719-0955-1169-34,I,8215,0,"31,267",0,0,0
3721-1129-5057-29,I,2179,"4,655","5,280",0,0,0
3722-8090-3697-50,I,8123,"2,226","3,144","2,373","2,421","2,457"
3724-9303-4210-00,I,5202,0,0,0,0,0
3725-4103-5560-90,I,2197,"4,533","5,015","5,429","5,538","5,622"
3725-5274-1943-15,I,2264,"9,026",0,"9,774","9,971","10,122"
3725-8486-8730-05,I,4629,"5,634","5,641","7,216","7,361","7,473"
3726-3433-6427-17,I,3315,"9,011","9,288","18,425",0,"19,081"
3726-5546-5110-00,I,2616,"526,392","458,312","376,180","383,764","389,563"
3727-2803-5927-14,E,8228,"13,595,805","11,236,947","12,622,569","12,825,171","13,177,189"
3728-5832-1060-00,I,8188,"166,352","149,177","185,818","189,564","192,429"
3728-9447-6870-00,I,2254,"3,972","3,594",0,"3,525","3,578"
3728-9705-6300-00,I,4630,"6,326","8,795","13,974","14,256",0
3731-7513-9280-00,I,2828,0,0,0,0,0
3732-8133-4970-00,I,2698,"9,881","10,673","11,904","12,144","12,328"
3740-1107-7297-02,W,6414,"214,533","191,607","196,848","200,028","203,111"
3764-0706-2320-87,I,6449,"9,790","8,315","7,098","7,241","7,351"
3780-4695-6785-17,E,7337,0,0,0,0,0
3818-1531-9985-35,I,6421,"240,453","296,583","290,332","296,186",0
3819-0972-4768-86,I,2142,"14,437","14,086","16,573","16,907","17,163"
3820-8088-9860-00,I,3602,"4,413","4,537","4,654","4,748","4,820"
3822-0254-0030-00,I,5818,0,0,0,0,0
3822-4717-8196-17,I,1640,0,0,0,0,0
3823-1180-8850-00,I,1567,0,0,0,0,0
3824-3694-7125-79,I,2273,614,0,0,0,0
3825-3010-9250-00,I,1558,0,0,0,0,0
3825-5448-4025-32,I,2208,0,0,0,0,0
3825-7668-0320-00,I,9540,"9,756","7,040","3,773","3,849","3,907"
3827-1161-1610-00,I,2837,0,0,0,0,0
3827-2174-9870-00,I,7190,0,0,0,0,0
3827-4708-5670-00,I,2625,"6,868","4,010","8,703","8,878","9,013"
3828-0349-8661-37,I,2287,"18,902","17,125","14,240","14,527","14,747"
3828-2523-7780-00,I,6543,0,0,0,0,0
3828-3167-0830-00,I,1550,"14,766","37,011","32,387","33,040","33,539"
3830-4846-9110-00,I,2545,"42,705","4,891","52,257","53,311","54,116"
3831-5650-2780-00,I,5674,"11,068","11,676","11,393",0,"11,798"
3881-5750-6517-47,E,7306,"6,623","7,857","12,660","12,863","13,216"
3883-3246-7758-89,E,6430,0,"7,157","5,787","5,880","6,041"
